YEAR,Region,Month,Precipitation
1981,Southeast,MAR,0.7708
1981,Southeast,APR,3.696
1981,Southeast,MAY,2.4788
1981,Southeast,JUN,3.1972
1981,Southeast,JUL,3.3568
1981,Southeast,AUG,1.4796
1981,Southeast,SEP,3.7616
1981,Southeast,OCT,4.1864
1981,Southeast,NOV,4.0624
1981,Southeast,DEC,6.65167
1981,Western,JAN,0.69167
1981,Western,FEB,7.685
1981,Western,MAR,0.605
1981,Western,APR,3.365
1981,Western,MAY,3.12
1981,Western,JUN,3.49333
1981,Western,JUL,3.72
1981,Western,AUG,2.805
1981,Western,SEP,3.25
1981,Western,OCT,4.57333
1981,Western,NOV,1.685
1981,Western,DEC,4.515
1982,Cape Cod and Islands,JAN,3.95571
1982,Cape Cod and Islands,FEB,2.64286
1982,Cape Cod and Islands,MAR,3.04143
1982,Cape Cod and Islands,APR,3.51571
1982,Cape Cod and Islands,MAY,2.31714
1982,Cape Cod and Islands,JUN,6.12833
1982,Cape Cod and Islands,JUL,1.74857
1982,Cape Cod and Islands,AUG,4.12857
1982,Cape Cod and Islands,SEP,4.77143
1982,Cape Cod and Islands,OCT,4.04286
1982,Cape Cod and Islands,NOV,3.80857
1982,Cape Cod and Islands,DEC,2.93857
1982,Central,JAN,5.27846
1982,Central,FEB,2.89654
1982,Central,MAR,3.38692
1982,Central,APR,4.36231
1982,Central,MAY,2.63308
1982,Central,JUN,10.7315
1982,Central,JUL,4.21577
1982,Central,AUG,2.97538
1982,Central,SEP,2.41154
1982,Central,OCT,2.96885
1982,Central,NOV,4.03654
1982,Central,DEC,1.64385
1982,Connecticut River,JAN,4.6196
1982,Connecticut River,FEB,3.1204
1982,Connecticut River,MAR,3.1012
1982,Connecticut River,APR,4.6376
1982,Connecticut River,MAY,2.9576
1982,Connecticut River,JUN,10.1156
1982,Connecticut River,JUL,3.592
1982,Connecticut River,AUG,2.5932
1982,Connecticut River,SEP,2.6444
1982,Connecticut River,OCT,2.2324
1982,Connecticut River,NOV,3.284
1982,Connecticut River,DEC,1.802
1982,Northeast,JAN,5.63152
1982,Northeast,FEB,2.54424
1982,Northeast,MAR,2.4497
1982,Northeast,APR,2.81606
1982,Northeast,MAY,3.16394
1982,Northeast,JUN,12.097
1982,Northeast,JUL,3.88303
1982,Northeast,AUG,2.58697
1982,Northeast,SEP,2.01545
1982,Northeast,OCT,3.70545
1982,Northeast,NOV,3.57818
1982,Northeast,DEC,1.17394
1982,Southeast,JAN,5.5064
1982,Southeast,FEB,2.38
1982,Southeast,MAR,2.7348
1982,Southeast,APR,3.8724
1982,Southeast,MAY,2.1516
1982,Southeast,JUN,10.2812
1982,Southeast,JUL,3.9376
1982,Southeast,AUG,3.3152
1982,Southeast,SEP,2.808
1982,Southeast,OCT,3.918
1982,Southeast,NOV,4.1788
1982,Southeast,DEC,2.09375
1982,Western,JAN,4.48333
1982,Western,FEB,2.98
1982,Western,MAR,3.15333
1982,Western,APR,4.54667
1982,Western,MAY,2.05333
1982,Western,JUN,7.97833
1982,Western,JUL,2.65333
1982,Western,AUG,2.09833
1982,Western,SEP,1.96667
1982,Western,OCT,2.10833
1982,Western,NOV,3.83
1982,Western,DEC,1.71833
1983,Cape Cod and Islands,JAN,3.03429
1983,Cape Cod and Islands,FEB,5.14857
1983,Cape Cod and Islands,MAR,8.905
1983,Cape Cod and Islands,APR,7.74429
1983,Cape Cod and Islands,MAY,3.45286
1983,Cape Cod and Islands,JUN,2.71857
1983,Cape Cod and Islands,JUL,1.38571
1983,Cape Cod and Islands,AUG,3.88429
1983,Cape Cod and Islands,SEP,1.21571
1983,Cape Cod and Islands,OCT,5.90143
1983,Cape Cod and Islands,NOV,6.10571
1983,Cape Cod and Islands,DEC,4.62429
1983,Central,JAN,4.95
1983,Central,FEB,4.13692
1983,Central,MAR,7.10692
1983,Central,APR,7.57923
1983,Central,MAY,5.88346
1983,Central,JUN,2.47577
1983,Central,JUL,1.995
1983,Central,AUG,4.77769
1983,Central,SEP,2.00577
1983,Central,OCT,4.75
1983,Central,NOV,8.05346
1983,Central,DEC,5.83538
1983,Connecticut River,JAN,5.088
1983,Connecticut River,FEB,4.052
1983,Connecticut River,MAR,6.655
1983,Connecticut River,APR,9.40167
1983,Connecticut River,MAY,5.7824
1983,Connecticut River,JUN,2.688
1983,Connecticut River,JUL,2.5008
1983,Connecticut River,AUG,3.8812
1983,Connecticut River,SEP,2.0112
1983,Connecticut River,OCT,4.5212
1983,Connecticut River,NOV,6.9764
1983,Connecticut River,DEC,6.5316
1983,Northeast,JAN,5.19879
1983,Northeast,FEB,4.60667
1983,Northeast,MAR,9.96719
1983,Northeast,APR,7.11387
1983,Northeast,MAY,3.88121
1983,Northeast,JUN,1.73879
1983,Northeast,JUL,1.42848
1983,Northeast,AUG,4.35212
1983,Northeast,SEP,1.44394
1983,Northeast,OCT,3.7897
1983,Northeast,NOV,10.1358
1983,Northeast,DEC,5.865
1983,Southeast,JAN,4.4436
1983,Southeast,FEB,5.13
1983,Southeast,MAR,9.2596
1983,Southeast,APR,8.8776
1983,Southeast,MAY,3.8956
1983,Southeast,JUN,2.1616
1983,Southeast,JUL,1.73
1983,Southeast,AUG,5.30217
1983,Southeast,SEP,1.9864
1983,Southeast,OCT,4.1764
1983,Southeast,NOV,8.8372
1983,Southeast,DEC,5.5756
1983,Western,JAN,3.88333
1983,Western,FEB,3.29167
1983,Western,MAR,5.00833
1983,Western,APR,8.905
1983,Western,MAY,5.35667
1983,Western,JUN,4.085
1983,Western,JUL,1.97667
1983,Western,AUG,4.34167
1983,Western,SEP,2.04833
1983,Western,OCT,2.83667
1983,Western,NOV,5.31
1983,Western,DEC,5.45167
1984,Cape Cod and Islands,JAN,2.94
1984,Cape Cod and Islands,FEB,5.21286
1984,Cape Cod and Islands,MAR,6.50429
1984,Cape Cod and Islands,APR,3.56143
1984,Cape Cod and Islands,MAY,4.22714
1984,Cape Cod and Islands,JUN,6.02429
1984,Cape Cod and Islands,JUL,8.90167
1984,Cape Cod and Islands,AUG,0.69
1984,Cape Cod and Islands,SEP,2.14286
1984,Cape Cod and Islands,OCT,3.93571
1984,Cape Cod and Islands,NOV,1.15429
1984,Cape Cod and Islands,DEC,3.16571
1984,Central,JAN,2.44593
1984,Central,FEB,5.70333
1984,Central,MAR,5.27423
1984,Central,APR,4.31731
1984,Central,MAY,10.5204
1984,Central,JUN,2.89481
1984,Central,JUL,5.5
1984,Central,AUG,1.17519
1984,Central,SEP,1.41519
1984,Central,OCT,3.878
1984,Central,NOV,3.18167
1984,Central,DEC,2.99867
1984,Connecticut River,JAN,2.1192
1984,Connecticut River,FEB,6.1588
1984,Connecticut River,MAR,4.748
1984,Connecticut River,APR,4.944
1984,Connecticut River,MAY,12.1772
1984,Connecticut River,JUN,2.2596
1984,Connecticut River,JUL,5.5192
1984,Connecticut River,AUG,1.3492
1984,Connecticut River,SEP,1.4172
1984,Connecticut River,OCT,3.26667
1984,Connecticut River,NOV,3.45741
1984,Connecticut River,DEC,2.82222
1984,Northeast,JAN,2.37265
1984,Northeast,FEB,7.42939
1984,Northeast,MAR,6.65324
1984,Northeast,APR,4.52606
1984,Northeast,MAY,8.69727
1984,Northeast,JUN,4.02676
1984,Northeast,JUL,4.69818
1984,Northeast,AUG,1.24794
1984,Northeast,SEP,1.28735
1984,Northeast,OCT,4.26559
1984,Northeast,NOV,2.38088
1984,Northeast,DEC,3.53735
1984,Southeast,JAN,2.6004
1984,Southeast,FEB,6.9104
1984,Southeast,MAR,6.7544
1984,Southeast,APR,4.7132
1984,Southeast,MAY,6.9268
1984,Southeast,JUN,5.45917
1984,Southeast,JUL,4.5668
1984,Southeast,AUG,0.9924
1984,Southeast,SEP,2.0712
1984,Southeast,OCT,4.6788
1984,Southeast,NOV,1.9592
1984,Southeast,DEC,3.1236
1984,Western,JAN,2.085
1984,Western,FEB,5.29667
1984,Western,MAR,4.46333
1984,Western,APR,4.60667
1984,Western,MAY,12.6133
1984,Western,JUN,2.21167
1984,Western,JUL,4.55333
1984,Western,AUG,2.45167
1984,Western,SEP,1.93
1984,Western,OCT,2.42833
1984,Western,NOV,2.98333
1984,Western,DEC,2.4
1985,Cape Cod and Islands,JAN,1.46
1985,Cape Cod and Islands,FEB,1.73286
1985,Cape Cod and Islands,MAR,3.75857
1985,Cape Cod and Islands,APR,1.26286
1985,Cape Cod and Islands,MAY,5.39286
1985,Cape Cod and Islands,JUN,4.79
1985,Cape Cod and Islands,JUL,3.10143
1985,Cape Cod and Islands,AUG,9.80429
1985,Cape Cod and Islands,SEP,1.42429
1985,Cape Cod and Islands,OCT,2.03571
1985,Cape Cod and Islands,NOV,5.12
1985,Cape Cod and Islands,DEC,1.45571
1985,Central,JAN,1.206
1985,Central,FEB,2.36733
1985,Central,MAR,3.18733
1985,Central,APR,1.39533
1985,Central,MAY,4.543
1985,Central,JUN,3.798
1985,Central,JUL,4.57
1985,Central,AUG,5.58862
1985,Central,SEP,3.698
1985,Central,OCT,2.925
1985,Central,NOV,6.07167
1985,Central,DEC,1.53033
1985,Connecticut River,JAN,1.11778
1985,Connecticut River,FEB,2.13
1985,Connecticut River,MAR,2.89111
1985,Connecticut River,APR,1.28815
1985,Connecticut River,MAY,3.74269
1985,Connecticut River,JUN,3.9263
1985,Connecticut River,JUL,5.14222
1985,Connecticut River,AUG,4.6584
1985,Connecticut River,SEP,4.74538
1985,Connecticut River,OCT,2.75704
1985,Connecticut River,NOV,6.49
1985,Connecticut River,DEC,1.80519
1985,Northeast,JAN,1.09676
1985,Northeast,FEB,1.935
1985,Northeast,MAR,2.80147
1985,Northeast,APR,1.50794
1985,Northeast,MAY,3.76676
1985,Northeast,JUN,3.67765
1985,Northeast,JUL,4.34455
1985,Northeast,AUG,4.70594
1985,Northeast,SEP,3.60765
1985,Northeast,OCT,2.29559
1985,Northeast,NOV,8.16412
1985,Northeast,DEC,1.52706
1985,Southeast,JAN,1.2216
1985,Southeast,FEB,1.982
1985,Southeast,MAR,2.854
1985,Southeast,APR,1.2748
1985,Southeast,MAY,4.486
1985,Southeast,JUN,4.416
1985,Southeast,JUL,4.1648
1985,Southeast,AUG,6.5564
1985,Southeast,SEP,2.2668
1985,Southeast,OCT,1.8936
1985,Southeast,NOV,6.8376
1985,Southeast,DEC,1.242
1985,Western,JAN,1.09
1985,Western,FEB,2.21667
1985,Western,MAR,2.635
1985,Western,APR,1.39667
1985,Western,MAY,3.66167
1985,Western,JUN,3.865
1985,Western,JUL,4.90833
1985,Western,AUG,3.585
1985,Western,SEP,4.685
1985,Western,OCT,2.19667
1985,Western,NOV,4.78667
1985,Western,DEC,1.93833
1986,Cape Cod and Islands,JAN,4.11
1986,Cape Cod and Islands,FEB,3.20429
1986,Cape Cod and Islands,MAR,3.41714
1986,Cape Cod and Islands,APR,2.32
1986,Cape Cod and Islands,MAY,1.58
1986,Cape Cod and Islands,JUN,3.74429
1986,Cape Cod and Islands,JUL,7.23667
1986,Cape Cod and Islands,AUG,5.91286
1986,Cape Cod and Islands,SEP,1.25143
1986,Cape Cod and Islands,OCT,5.15571
1986,Cape Cod and Islands,NOV,6.46286
1986,Cape Cod and Islands,DEC,7.14429
1986,Central,JAN,5.03767
1986,Central,FEB,3.26167
1986,Central,MAR,3.775
1986,Central,APR,1.74533
1986,Central,MAY,2.42633
1986,Central,JUN,6.926
1986,Central,JUL,5.017
1986,Central,AUG,3.58036
1986,Central,SEP,1.37833
1986,Central,OCT,2.46867
1986,Central,NOV,5.50467
1986,Central,DEC,6.04724
1986,Connecticut River,JAN,5.20037
1986,Connecticut River,FEB,3.03481
1986,Connecticut River,MAR,3.46333
1986,Connecticut River,APR,1.43926
1986,Connecticut River,MAY,2.64222
1986,Connecticut River,JUN,6.38423
1986,Connecticut River,JUL,5.7416
1986,Connecticut River,AUG,2.80963
1986,Connecticut River,SEP,1.59074
1986,Connecticut River,OCT,2.59926
1986,Connecticut River,NOV,5.59111
1986,Connecticut River,DEC,5.51808
1986,Northeast,JAN,4.01912
1986,Northeast,FEB,3.13735
1986,Northeast,MAR,3.73824
1986,Northeast,APR,1.98471
1986,Northeast,MAY,1.48794
1986,Northeast,JUN,7.11618
1986,Northeast,JUL,4.70559
1986,Northeast,AUG,3.13235
1986,Northeast,SEP,1.58618
1986,Northeast,OCT,2.59618
1986,Northeast,NOV,5.59382
1986,Northeast,DEC,7.19382
1986,Southeast,JAN,5.466
1986,Southeast,FEB,3.2128
1986,Southeast,MAR,3.0048
1986,Southeast,APR,2.2684
1986,Southeast,MAY,2.7272
1986,Southeast,JUN,5.3196
1986,Southeast,JUL,4.754
1986,Southeast,AUG,4.74826
1986,Southeast,SEP,1.074
1986,Southeast,OCT,2.725
1986,Southeast,NOV,6.1976
1986,Southeast,DEC,7.404
1986,Western,JAN,4.28333
1986,Western,FEB,2.845
1986,Western,MAR,3.325
1986,Western,APR,1.52667
1986,Western,MAY,2.41
1986,Western,JUN,5.07167
1986,Western,JUL,6.89333
1986,Western,AUG,2.8075
1986,Western,SEP,1.7
1986,Western,OCT,2.64833
1986,Western,NOV,4.45667
1986,Western,DEC,3.59833
1987,Cape Cod and Islands,JAN,7.05143
1987,Cape Cod and Islands,FEB,2.39429
1987,Cape Cod and Islands,MAR,4.25857
1987,Cape Cod and Islands,APR,8.07
1987,Cape Cod and Islands,MAY,2.94286
1987,Cape Cod and Islands,JUN,1.33714
1987,Cape Cod and Islands,JUL,1.29429
1987,Cape Cod and Islands,AUG,3.49143
1987,Cape Cod and Islands,SEP,6.01857
1987,Cape Cod and Islands,OCT,2.13857
1987,Cape Cod and Islands,NOV,4.25143
1987,Cape Cod and Islands,DEC,4.32429
1987,Central,JAN,5.213
1987,Central,FEB,0.32233
1987,Central,MAR,4.07484
1987,Central,APR,8.853
1987,Central,MAY,1.37677
1987,Central,JUN,3.53613
1987,Central,JUL,1.71903
1987,Central,AUG,3.91742
1987,Central,SEP,5.83742
1987,Central,OCT,4.16226
1987,Central,NOV,3.02484
1987,Central,DEC,1.94516
1987,Connecticut River,JAN,4.46741
1987,Connecticut River,FEB,0.48593
1987,Connecticut River,MAR,3.90296
1987,Connecticut River,APR,7.4863
1987,Connecticut River,MAY,1.83889
1987,Connecticut River,JUN,3.59111
1987,Connecticut River,JUL,2.11963
1987,Connecticut River,AUG,4.25519
1987,Connecticut River,SEP,7.21667
1987,Connecticut River,OCT,4.30296
1987,Connecticut River,NOV,3.18852
1987,Connecticut River,DEC,2.00556
1987,Northeast,JAN,5.98412
1987,Northeast,FEB,0.38059
1987,Northeast,MAR,4.02706
1987,Northeast,APR,10.3271
1987,Northeast,MAY,1.58912
1987,Northeast,JUN,2.37485
1987,Northeast,JUL,1.06485
1987,Northeast,AUG,3.32697
1987,Northeast,SEP,7.0125
1987,Northeast,OCT,3.0397
1987,Northeast,NOV,3.17441
1987,Northeast,DEC,2.74382
1987,Southeast,JAN,6.15538
1987,Southeast,FEB,0.77154
1987,Southeast,MAR,4.86077
1987,Southeast,APR,9.4475
1987,Southeast,MAY,2.24778
1987,Southeast,JUN,1.66704
1987,Southeast,JUL,1.64741
1987,Southeast,AUG,3.52259
1987,Southeast,SEP,6.6663
1987,Southeast,OCT,2.63667
1987,Southeast,NOV,3.63037
1987,Southeast,DEC,3.17607
1987,Western,JAN,3.745
1987,Western,FEB,0.77833
1987,Western,MAR,2.75333
1987,Western,APR,5.59833
1987,Western,MAY,2.59
1987,Western,JUN,2.76333
1987,Western,JUL,3.48
1987,Western,AUG,4.51833
1987,Western,SEP,5.935
1987,Western,OCT,5.45833
1987,Western,NOV,2.41833
1987,Western,DEC,1.585
1988,Cape Cod and Islands,JAN,2.94429
1988,Cape Cod and Islands,FEB,5.40143
1988,Cape Cod and Islands,MAR,2.72
1988,Cape Cod and Islands,APR,1.77286
1988,Cape Cod and Islands,MAY,2.40143
1988,Cape Cod and Islands,JUN,1.67429
1988,Cape Cod and Islands,JUL,4.13857
1988,Cape Cod and Islands,AUG,1.02
1988,Cape Cod and Islands,SEP,1.52286
1988,Cape Cod and Islands,OCT,4.87143
1988,Cape Cod and Islands,NOV,8.83571
1988,Cape Cod and Islands,DEC,1.15286
1988,Central,JAN,2.6529
1988,Central,FEB,3.54419
1988,Central,MAR,2.88903
1988,Central,APR,3.70839
1988,Central,MAY,3.54387
1988,Central,JUN,1.74968
1988,Central,JUL,7.61839
1988,Central,AUG,3.34742
1988,Central,SEP,2.16226
1988,Central,OCT,3.16355
1988,Central,NOV,7.27452
1988,Central,DEC,1.39452
1988,Connecticut River,JAN,2.57778
1988,Connecticut River,FEB,3.75593
1988,Connecticut River,MAR,2.40778
1988,Connecticut River,APR,3.29815
1988,Connecticut River,MAY,3.82815
1988,Connecticut River,JUN,1.30296
1988,Connecticut River,JUL,7.97615
1988,Connecticut River,AUG,4.1437
1988,Connecticut River,SEP,1.98185
1988,Connecticut River,OCT,2.72333
1988,Connecticut River,NOV,7.51296
1988,Connecticut River,DEC,1.39704
1988,Northeast,JAN,2.66765
1988,Northeast,FEB,3.83706
1988,Northeast,MAR,3.53647
1988,Northeast,APR,2.58353
1988,Northeast,MAY,4.15
1988,Northeast,JUN,1.36206
1988,Northeast,JUL,7.14294
1988,Northeast,AUG,2.19441
1988,Northeast,SEP,1.80382
1988,Northeast,OCT,2.99794
1988,Northeast,NOV,6.91471
1988,Northeast,DEC,1.03088
1988,Southeast,JAN,2.90357
1988,Southeast,FEB,5.30571
1988,Southeast,MAR,4.16
1988,Southeast,APR,2.51536
1988,Southeast,MAY,3.01963
1988,Southeast,JUN,1.20926
1988,Southeast,JUL,7.4963
1988,Southeast,AUG,1.37643
1988,Southeast,SEP,1.975
1988,Southeast,OCT,2.98536
1988,Southeast,NOV,8.13308
1988,Southeast,DEC,1.18556
1988,Western,JAN,2.31667
1988,Western,FEB,3.83333
1988,Western,MAR,2.655
1988,Western,APR,2.505
1988,Western,MAY,3.68167
1988,Western,JUN,0.92
1988,Western,JUL,8.89333
1988,Western,AUG,4.93
1988,Western,SEP,1.69333
1988,Western,OCT,2.06667
1988,Western,NOV,7.47333
1988,Western,DEC,1.25333
1989,Cape Cod and Islands,JAN,1.50571
1989,Cape Cod and Islands,FEB,2.83143
1989,Cape Cod and Islands,MAR,4.13
1989,Cape Cod and Islands,APR,5.39714
1989,Cape Cod and Islands,MAY,4.24143
1989,Cape Cod and Islands,JUN,4.23857
1989,Cape Cod and Islands,JUL,4.97286
1989,Cape Cod and Islands,AUG,3.16143
1989,Cape Cod and Islands,SEP,3.71857
1989,Cape Cod and Islands,OCT,4.93571
1989,Cape Cod and Islands,NOV,5.00429
1989,Cape Cod and Islands,DEC,1.15286
1989,Central,JAN,1.33097
1989,Central,FEB,2.68581
1989,Central,MAR,2.90903
1989,Central,APR,4.02032
1989,Central,MAY,7.31097
1989,Central,JUN,5.08935
1989,Central,JUL,4.73419
1989,Central,AUG,6.028
1989,Central,SEP,5.5471
1989,Central,OCT,6.887
1989,Central,NOV,3.80387
1989,Central,DEC,1.35645
1989,Connecticut River,JAN,1.27444
1989,Connecticut River,FEB,2.44
1989,Connecticut River,MAR,2.76111
1989,Connecticut River,APR,3.89296
1989,Connecticut River,MAY,9.34148
1989,Connecticut River,JUN,6.7963
1989,Connecticut River,JUL,4.09222
1989,Connecticut River,AUG,5.73231
1989,Connecticut River,SEP,5.06778
1989,Connecticut River,OCT,7.97077
1989,Connecticut River,NOV,3.64074
1989,Connecticut River,DEC,1.28407
1989,Northeast,JAN,0.74824
1989,Northeast,FEB,2.69353
1989,Northeast,MAR,3.29382
1989,Northeast,APR,4.40912
1989,Northeast,MAY,4.37441
1989,Northeast,JUN,4.29559
1989,Northeast,JUL,4.21059
1989,Northeast,AUG,5.89118
1989,Northeast,SEP,4.28088
1989,Northeast,OCT,6.56941
1989,Northeast,NOV,4.19324
1989,Northeast,DEC,1.35176
1989,Southeast,JAN,1.27964
1989,Southeast,FEB,2.80107
1989,Southeast,MAR,3.79571
1989,Southeast,APR,4.41321
1989,Southeast,MAY,4.87321
1989,Southeast,JUN,4.55179
1989,Southeast,JUL,5.72286
1989,Southeast,AUG,6.87852
1989,Southeast,SEP,4.94071
1989,Southeast,OCT,6.8863
1989,Southeast,NOV,5.11893
1989,Southeast,DEC,1.5763
1989,Western,JAN,1.27833
1989,Western,FEB,2.17333
1989,Western,MAR,2.87667
1989,Western,APR,3.56333
1989,Western,MAY,7.95167
1989,Western,JUN,5.00667
1989,Western,JUL,3.46667
1989,Western,AUG,4.97833
1989,Western,SEP,4.43333
1989,Western,OCT,6.78167
1989,Western,NOV,2.75
1989,Western,DEC,1.77333
1990,Cape Cod and Islands,JAN,5.71
1990,Cape Cod and Islands,FEB,3.46714
1990,Cape Cod and Islands,MAR,2.59857
1990,Cape Cod and Islands,APR,4.42857
1990,Cape Cod and Islands,MAY,6.44857
1990,Cape Cod and Islands,JUN,2.35286
1990,Cape Cod and Islands,JUL,3.28
1990,Cape Cod and Islands,AUG,1.43857
1990,Cape Cod and Islands,SEP,2.15714
1990,Cape Cod and Islands,OCT,3.50857
1990,Cape Cod and Islands,NOV,1.72143
1990,Cape Cod and Islands,DEC,4.34
1990,Central,JAN,4.13194
1990,Central,FEB,4.29677
1990,Central,MAR,2.05032
1990,Central,APR,4.14935
1990,Central,MAY,7.14548
1990,Central,JUN,1.66065
1990,Central,JUL,2.44968
1990,Central,AUG,8.11
1990,Central,SEP,1.59258
1990,Central,OCT,8.02516
1990,Central,NOV,2.59613
1990,Central,DEC,5.18129
1990,Connecticut River,JAN,4.03037
1990,Connecticut River,FEB,3.96852
1990,Connecticut River,MAR,3.31074
1990,Connecticut River,APR,4.44704
1990,Connecticut River,MAY,7.39556
1990,Connecticut River,JUN,1.94481
1990,Connecticut River,JUL,2.26
1990,Connecticut River,AUG,9.55846
1990,Connecticut River,SEP,1.81852
1990,Connecticut River,OCT,6.91926
1990,Connecticut River,NOV,3.27148
1990,Connecticut River,DEC,5.21519
1990,Northeast,JAN,3.88029
1990,Northeast,FEB,3.58676
1990,Northeast,MAR,1.66235
1990,Northeast,APR,4.98853
1990,Northeast,MAY,6.64294
1990,Northeast,JUN,1.14
1990,Northeast,JUL,4.06912
1990,Northeast,AUG,6.49176
1990,Northeast,SEP,1.67912
1990,Northeast,OCT,8.23412
1990,Northeast,NOV,2.16882
1990,Northeast,DEC,3.83971
1990,Southeast,JAN,4.83821
1990,Southeast,FEB,3.66643
1990,Southeast,MAR,2.11179
1990,Southeast,APR,4.94963
1990,Southeast,MAY,6.55536
1990,Southeast,JUN,1.57
1990,Southeast,JUL,5.94222
1990,Southeast,AUG,5.65667
1990,Southeast,SEP,2.58143
1990,Southeast,OCT,5.90929
1990,Southeast,NOV,1.98821
1990,Southeast,DEC,4.49036
1990,Western,JAN,3.22667
1990,Western,FEB,3.56667
1990,Western,MAR,3.69
1990,Western,APR,4.08667
1990,Western,MAY,7.62
1990,Western,JUN,3.36333
1990,Western,JUL,1.82833
1990,Western,AUG,10.885
1990,Western,SEP,2.46167
1990,Western,OCT,6.685
1990,Western,NOV,2.94667
1990,Western,DEC,5.67667
1991,Cape Cod and Islands,JAN,3.18286
1991,Cape Cod and Islands,FEB,2.50714
1991,Cape Cod and Islands,MAR,6.21429
1991,Cape Cod and Islands,APR,3.94286
1991,Cape Cod and Islands,MAY,2.18143
1991,Cape Cod and Islands,JUN,2.11125
1991,Cape Cod and Islands,JUL,1.5975
1991,Cape Cod and Islands,AUG,4.785
1991,Cape Cod and Islands,SEP,4.96875
1991,Cape Cod and Islands,OCT,4.2575
1991,Cape Cod and Islands,NOV,4.815
1991,Cape Cod and Islands,DEC,3.48125
1991,Central,JAN,2.99625
1991,Central,FEB,2.09313
1991,Central,MAR,4.34594
1991,Central,APR,3.82219
1991,Central,MAY,4.62219
1991,Central,JUN,3.17625
1991,Central,JUL,3.09844
1991,Central,AUG,8.94656
1991,Central,SEP,6.92188
1991,Central,OCT,2.88875
1991,Central,NOV,4.96406
1991,Central,DEC,3.52469
1991,Connecticut River,JAN,2.70296
1991,Connecticut River,FEB,1.81074
1991,Connecticut River,MAR,4.4563
1991,Connecticut River,APR,3.40037
1991,Connecticut River,MAY,4.83
1991,Connecticut River,JUN,2.31556
1991,Connecticut River,JUL,2.19963
1991,Connecticut River,AUG,8.51462
1991,Connecticut River,SEP,6.93889
1991,Connecticut River,OCT,3.78481
1991,Connecticut River,NOV,4.72815
1991,Connecticut River,DEC,3.68
1991,Northeast,JAN,3.35722
1991,Northeast,FEB,1.91667
1991,Northeast,MAR,4.05361
1991,Northeast,APR,4.39083
1991,Northeast,MAY,2.1225
1991,Northeast,JUN,2.89222
1991,Northeast,JUL,2.58472
1991,Northeast,AUG,7.20333
1991,Northeast,SEP,7.10028
1991,Northeast,OCT,3.4975
1991,Northeast,NOV,4.46472
1991,Northeast,DEC,3.03194
1991,Southeast,JAN,3.37667
1991,Southeast,FEB,1.98107
1991,Southeast,MAR,5.8475
1991,Southeast,APR,4.43393
1991,Southeast,MAY,2.19821
1991,Southeast,JUN,1.76214
1991,Southeast,JUL,3.13679
1991,Southeast,AUG,6.00357
1991,Southeast,SEP,7.16393
1991,Southeast,OCT,4.19926
1991,Southeast,NOV,4.89481
1991,Southeast,DEC,2.95393
1991,Western,JAN,2.125
1991,Western,FEB,1.66333
1991,Western,MAR,3.89667
1991,Western,APR,2.93667
1991,Western,MAY,5.235
1991,Western,JUN,2.15167
1991,Western,JUL,2.125
1991,Western,AUG,6.13
1991,Western,SEP,6.51667
1991,Western,OCT,3.92667
1991,Western,NOV,4.09833
1991,Western,DEC,3.01167
1992,Cape Cod and Islands,JAN,2.44
1992,Cape Cod and Islands,FEB,2.285
1992,Cape Cod and Islands,MAR,3.55125
1992,Cape Cod and Islands,APR,2.6
1992,Cape Cod and Islands,MAY,1.8275
1992,Cape Cod and Islands,JUN,4.49875
1992,Cape Cod and Islands,JUL,3.3675
1992,Cape Cod and Islands,AUG,8.22375
1992,Cape Cod and Islands,SEP,3.425
1992,Cape Cod and Islands,OCT,2.0275
1992,Cape Cod and Islands,NOV,3.90375
1992,Cape Cod and Islands,DEC,8.62111
1992,Central,JAN,2.47438
1992,Central,FEB,2.11
1992,Central,MAR,3.92063
1992,Central,APR,2.62219
1992,Central,MAY,3.33438
1992,Central,JUN,4.31774
1992,Central,JUL,4.20625
1992,Central,AUG,5.76938
1992,Central,SEP,2.62938
1992,Central,OCT,2.61906
1992,Central,NOV,5.22063
1992,Central,DEC,4.39813
1992,Connecticut River,JAN,2.41788
1992,Connecticut River,FEB,2.10394
1992,Connecticut River,MAR,4.2797
1992,Connecticut River,APR,3.20758
1992,Connecticut River,MAY,2.94848
1992,Connecticut River,JUN,5.3097
1992,Connecticut River,JUL,4.77182
1992,Connecticut River,AUG,5.311
1992,Connecticut River,SEP,2.79242
1992,Connecticut River,OCT,2.63794
1992,Connecticut River,NOV,4.64382
1992,Connecticut River,DEC,4.68939
1992,Northeast,JAN,3.056
1992,Northeast,FEB,2.25675
1992,Northeast,MAR,3.6615
1992,Northeast,APR,2.76625
1992,Northeast,MAY,2.1895
1992,Northeast,JUN,4.62375
1992,Northeast,JUL,3.52122
1992,Northeast,AUG,4.97805
1992,Northeast,SEP,3.3339
1992,Northeast,OCT,2.34976
1992,Northeast,NOV,4.62244
1992,Northeast,DEC,5.89976
1992,Southeast,JAN,3.58379
1992,Southeast,FEB,2.30241
1992,Southeast,MAR,4.04414
1992,Southeast,APR,3.01897
1992,Southeast,MAY,1.69379
1992,Southeast,JUN,4.53862
1992,Southeast,JUL,2.62793
1992,Southeast,AUG,5.63724
1992,Southeast,SEP,4.33103
1992,Southeast,OCT,2.01897
1992,Southeast,NOV,5.07966
1992,Southeast,DEC,8.88444
1992,Western,JAN,1.80429
